,up_x_R,up_y_R,bottom_x_R,bottom_y_R,left_x_R,left_y_R,right_x_R,right_y_R,med_x_R,med_y_R,up_x_L,up_y_L,bottom_x_L,bottom_y_L,left_x_L,left_y_L,right_x_L,right_y_L,med_x_L,med_y_L,sum_left,sum_right,left_eye_center_x,left_eye_center_y,right_eye_center_x,right_eye_center_y
1025,14.0,9.0,27.0,31.0,1.0,16.0,28.0,31.0,14.0,21.0,16.0,9.0,8.0,28.0,4.0,23.0,27.0,21.0,16.0,20.0,1009.6588745117188,1014.5255126953125,67.33352727270001,37.5073745455,27.550254545500003,38.6775272727
1026,14.0,14.0,21.0,26.0,7.0,21.0,26.0,22.0,18.0,20.0,31.0,1.0,11.0,25.0,7.0,18.0,32.0,9.0,15.0,18.0,967.7647094726562,963.070556640625,66.1565217391,35.637773913000004,29.7822608696,36.881321739099995
1027,10.0,10.0,26.0,26.0,8.0,18.0,28.0,22.0,16.0,19.0,16.0,12.0,7.0,27.0,5.0,21.0,26.0,23.0,16.0,21.0,994.1411743164062,998.2117919921875,66.263808,39.23205120000001,29.538815999999997,36.82951679999999
1028,18.0,14.0,23.0,26.0,10.0,21.0,27.0,23.0,20.0,20.0,29.0,1.0,15.0,24.0,8.0,18.0,32.0,16.0,16.0,18.0,972.6470336914062,975.2940673828125,65.6489795918,35.2359836735,31.5017142857,37.278955102
1029,0.0,2.0,27.0,28.0,0.0,3.0,28.0,25.0,15.0,15.0,14.0,13.0,8.0,28.0,5.0,25.0,28.0,26.0,16.0,21.0,980.5451049804688,932.2117919921875,66.1121767956,37.9295469613,32.2162209945,36.5070497238
1030,0.0,1.0,24.0,30.0,0.0,3.0,29.0,20.0,15.0,18.0,15.0,12.0,7.0,29.0,4.0,22.0,27.0,21.0,18.0,21.0,1000.4588623046875,953.0274658203125,67.970440678,38.791240678,29.0668474576,36.6096813559
1031,4.0,5.0,21.0,26.0,0.0,9.0,24.0,24.0,10.0,16.0,30.0,9.0,22.0,24.0,10.0,13.0,32.0,12.0,21.0,14.0,982.3843383789062,904.2470703125,70.4848695652,36.6644869565,27.115304347800002,35.4986608696
1032,12.0,13.0,15.0,28.0,10.0,24.0,27.0,25.0,18.0,22.0,32.0,0.0,12.0,24.0,9.0,21.0,32.0,14.0,17.0,14.0,1004.0078735351562,1007.2431030273438,65.02199999999999,36.20406,31.236,39.153659999999995
1033,11.0,14.0,25.0,30.0,8.0,15.0,27.0,26.0,18.0,24.0,31.0,1.0,18.0,26.0,10.0,13.0,32.0,2.0,16.0,21.0,997.5059204101562,977.5960693359375,65.9670588235,37.9797960784,30.6352941176,41.3447529412
1034,17.0,11.0,21.0,25.0,7.0,22.0,23.0,22.0,16.0,20.0,14.0,13.0,16.0,26.0,9.0,15.0,23.0,25.0,15.0,21.5,1007.494140625,997.3255004882812,64.8286451613,39.4049032258,29.8838709677,38.0206451613
1035,16.0,16.0,14.0,21.0,10.0,17.0,17.0,18.0,15.0,18.0,21.0,12.0,18.0,23.0,12.0,21.0,27.0,20.0,20.0,19.0,1045.051025390625,1066.537109375,66.9282622951,35.2078688525,29.8864262295,34.0354098361
1036,18.0,14.0,21.0,25.0,9.0,23.0,26.0,21.0,19.0,20.0,16.0,11.0,12.0,23.0,8.0,17.0,25.0,19.0,15.0,18.0,1011.9176635742188,1002.2391967773438,66.50496,34.8480768,31.496447999999997,37.250688000000004
1037,6.0,0.0,24.0,30.0,2.0,23.0,30.0,20.0,13.0,20.0,6.0,16.0,7.0,24.0,7.0,16.0,21.0,20.0,17.0,19.0,1048.913818359375,998.2078857421875,67.3835471698,34.9572830189,27.448754716999996,36.0368301887
1038,13.0,11.0,16.0,27.0,10.0,11.0,27.0,20.0,17.0,21.0,15.0,8.0,16.0,23.0,10.0,19.0,25.0,20.0,16.0,18.0,1024.10595703125,1011.5059204101562,65.6774522293,35.232,31.518573248400003,38.511286624200004
1039,8.0,11.0,12.0,22.0,6.0,10.0,17.0,19.0,13.0,18.0,15.0,13.0,18.0,23.0,15.0,20.0,25.0,22.0,19.0,20.0,1046.482421875,1029.921630859375,65.9488,37.196,28.7664,36.124
1040,5.0,0.0,22.0,20.0,0.0,5.0,23.0,19.0,9.0,8.0,32.0,6.0,22.0,20.0,12.0,10.0,32.0,16.0,23.0,12.0,953.4117431640625,906.5921630859375,71.8695849057,32.2905962264,27.347320754699997,30.4018113208
1041,3.0,0.0,6.0,16.0,0.0,3.0,31.0,4.0,9.0,4.0,12.0,2.0,4.0,7.0,3.0,3.0,16.0,5.0,12.0,4.0,1068.078369140625,991.5333251953125,65.9435294118,38.8228517647,30.403764705900002,37.5536188235
1042,8.0,6.0,27.0,29.0,0.0,13.0,26.0,30.0,10.0,11.0,19.0,8.0,25.0,24.0,4.0,13.0,29.0,17.0,18.0,13.0,942.1411743164062,953.38427734375,63.55491793310001,37.317738601799995,28.9709908815,36.188498480199996
1043,6.0,12.0,13.0,25.0,5.0,26.0,16.0,21.0,11.0,22.0,19.0,17.0,19.0,21.0,16.0,18.0,22.0,19.0,19.0,19.0,1062.537353515625,1049.2117919921875,66.775804878,35.1578536585,27.7994146341,38.9295609756
1044,11.0,19.0,11.0,21.0,7.0,21.0,16.0,19.0,12.0,20.0,32.0,5.0,22.0,22.0,17.0,22.0,32.0,3.0,22.0,20.0,1063.5570068359375,1070.305908203125,67.0815632184,36.111816092,30.0218850575,34.8189425287
1045,6.0,12.0,26.0,26.0,0.0,17.0,26.0,24.0,12.0,17.0,19.0,9.0,9.0,24.0,5.0,23.0,31.0,14.0,17.0,14.0,913.549072265625,906.9530029296875,64.8132,36.5835,29.7672,38.9811
1046,11.0,9.0,13.0,22.0,2.0,11.0,22.0,14.0,12.0,13.0,25.0,9.0,28.0,22.0,12.0,13.0,31.0,14.0,21.0,13.0,989.7725219726562,978.062744140625,66.6577582418,36.9153406593,28.4722637363,36.088967033
1047,4.0,1.0,10.0,24.0,1.0,14.0,21.0,21.0,11.0,16.0,23.0,10.0,25.0,21.0,11.0,14.0,30.0,12.0,20.0,14.0,986.2784423828125,970.4156494140625,66.6416551724,34.4904827586,28.578574712600002,36.4851494253
1048,7.0,19.0,11.0,22.0,6.0,19.0,15.0,20.0,9.5,20.5,18.0,20.0,18.0,20.0,18.0,20.0,18.0,20.0,18.0,20.0,1088.302001953125,1068.811767578125,66.8308528302,36.4329056604,29.8523773585,36.4329056604
1049,2.0,11.0,6.0,28.0,0.0,13.0,20.0,15.0,7.0,18.5,20.0,17.0,23.0,28.0,19.0,25.0,26.0,17.0,22.0,25.0,1067.439208984375,979.4196166992188,69.1220645161,42.479483871,27.4136774194,40.284215053800004
1050,1.0,14.0,12.0,25.0,3.0,13.0,20.0,16.0,11.0,17.0,13.0,15.0,26.0,24.0,11.0,15.0,25.0,23.0,17.0,21.0,1037.2666015625,1001.5450439453125,66.0382096317,38.9281359773,28.5288611898,39.0858696884
1051,11.0,13.0,11.0,25.0,1.0,17.0,14.0,24.0,9.5,17.5,13.0,7.0,17.0,17.0,9.0,8.0,19.0,11.0,15.0,11.5,1053.39208984375,1038.490234375,63.7521911263,31.3703754266,27.731221843,38.7633583618
1052,3.0,0.0,11.0,22.0,0.0,3.0,18.0,13.0,6.0,10.0,23.0,7.0,27.0,20.0,13.0,10.0,30.0,9.0,21.0,10.0,1032.0234375,975.36083984375,67.0344089219,36.3211895911,27.5380817844,37.8571895911
1053,4.0,10.0,3.0,28.0,0.0,16.0,22.0,17.0,10.0,15.0,19.0,9.0,27.0,24.0,8.0,16.0,32.0,14.0,21.0,14.0,899.0117797851562,901.6392822265625,67.2307338129,37.8602589928,28.4039136691,39.810647482
1054,5.0,13.0,26.0,29.0,0.0,19.0,27.0,26.0,11.0,17.0,31.0,1.0,26.0,28.0,4.0,28.0,32.0,1.0,21.0,16.0,955.0980834960938,969.576416015625,66.7618546713,41.2863114187,26.7046089965,42.8269619377
1055,12.0,11.0,24.0,27.0,0.0,16.0,26.0,25.0,13.0,16.0,18.0,11.0,27.0,23.0,6.0,22.0,32.0,14.0,18.0,15.0,945.4156494140625,929.807861328125,65.0442162162,37.2739459459,30.2172972973,37.7597837838
1056,0.0,10.0,19.0,28.0,0.0,13.0,27.0,23.0,12.0,18.0,16.0,13.0,18.0,24.0,11.0,23.0,27.0,21.0,18.0,18.0,995.509765625,816.172607421875,69.3923333333,36.903,25.3416666667,36.2953333333
1057,11.0,7.0,21.0,26.0,0.0,12.0,26.0,18.0,10.0,19.0,18.0,7.0,6.0,27.0,5.0,22.0,31.0,30.0,19.5,19.0,988.686279296875,942.690185546875,66.9442442748,36.5580458015,26.805984732800002,37.2498320611
1058,4.0,8.0,23.0,32.0,0.0,13.0,27.0,28.0,13.0,18.0,11.0,8.0,19.0,22.0,5.0,9.0,25.0,10.0,16.0,11.0,981.12939453125,813.7764282226562,65.8884413793,35.445848275900005,27.2706206897,36.9543724138
1059,3.0,5.0,25.0,30.0,0.0,10.0,28.0,14.0,10.0,9.0,20.0,7.0,6.0,30.0,4.0,11.0,30.0,11.0,18.0,11.0,939.4783935546875,938.494140625,64.13715692310001,34.3561846154,28.9595076923,33.210683076900004
1060,15.0,20.0,15.0,18.0,15.0,20.0,11.0,19.0,14.0,19.0,32.0,3.0,32.0,2.0,32.0,3.0,32.0,2.0,32.0,2.5,1083.7529296875,1085.525390625,65.4286451613,35.5148387097,29.0511827957,35.8286451613
1061,2.0,5.0,18.0,29.0,0.0,7.0,27.0,23.0,12.0,17.0,13.0,9.0,17.0,22.0,10.0,11.0,27.0,13.0,17.0,13.0,1003.86669921875,834.12548828125,65.72451485149999,35.424950495,28.474613861399998,35.7139009901
1062,3.0,12.0,25.0,29.0,0.0,15.0,27.0,32.0,14.0,18.0,18.0,12.0,6.0,25.0,3.0,21.0,32.0,13.0,18.0,17.0,899.2078857421875,887.2039184570312,66.6409220339,34.9010440678,28.6018169492,35.5486372881
1063,8.0,12.0,3.0,27.0,2.0,27.0,28.0,23.0,7.0,21.0,17.0,10.0,28.0,23.0,12.0,13.0,28.0,24.0,20.0,20.0,1037.584228515625,1048.61572265625,66.9858723404,37.050893617,28.1943829787,38.1753191489
1064,13.0,18.0,12.0,21.0,11.0,18.0,15.0,18.0,12.0,19.0,21.0,18.0,19.0,21.0,18.0,20.0,22.0,20.0,21.0,19.0,1072.0587158203125,1073.7490234375,68.0756806084,35.2659467681,28.498494296599997,35.2659467681
1065,0.0,11.0,2.0,31.0,0.0,14.0,26.0,28.0,10.0,20.0,14.0,12.0,20.0,26.0,5.0,16.0,25.0,12.0,16.0,16.0,1016.7646484375,885.0078735351562,67.7824911032,40.4860355872,26.0593879004,40.7976085409
1066,18.0,8.0,5.0,24.0,0.0,16.0,20.0,10.0,10.0,13.0,14.0,10.0,17.0,21.0,11.0,10.0,19.0,19.0,15.0,12.0,1053.674560546875,969.7921142578125,64.0607687296,36.8002084691,29.0060716612,37.6551400651
1067,3.0,11.0,23.0,24.0,0.0,15.0,26.0,17.0,12.0,16.0,24.0,12.0,25.0,25.0,5.0,23.0,32.0,15.0,19.0,17.0,899.5255126953125,901.9097900390625,67.0582105263,36.4777894737,26.2098947368,34.5997894737
1068,3.0,3.0,5.0,21.0,0.0,6.0,19.0,8.0,8.0,9.0,16.0,8.0,20.0,20.0,13.0,8.0,24.0,10.0,17.0,16.0,1041.690185546875,950.0,65.9115616438,34.8036164384,28.1575890411,33.9047671233
1069,4.0,15.0,6.0,26.0,1.0,16.0,17.0,16.0,8.5,16.0,31.0,1.0,23.0,25.0,14.0,14.0,32.0,0.0,23.0,14.0,1056.8194580078125,1044.14892578125,65.7847843137,39.0814117647,27.7389803922,40.3548235294
1070,13.0,18.0,12.0,21.0,11.0,18.0,15.0,20.0,12.0,19.0,21.0,18.0,18.0,21.0,18.0,21.0,22.0,20.0,21.0,19.0,1073.8470458984375,1070.313720703125,69.0761977186,35.029414448699995,28.541201520900003,35.6754980989
1071,1.0,12.0,22.0,30.0,0.0,16.0,28.0,18.0,10.0,17.0,32.0,1.0,26.0,27.0,2.0,23.0,32.0,15.0,21.0,17.0,909.1215209960938,959.7451171875,66.6279861592,38.8421314879,25.6552525952,40.032332179899996
1072,5.0,10.0,5.0,25.0,0.0,15.0,23.0,21.0,11.0,18.0,25.0,9.0,19.0,25.0,9.0,23.0,31.0,14.0,20.0,18.0,906.1294555664062,884.1647338867188,64.59517808220001,37.7842191781,30.2307945205,37.2838356164
1073,0.0,3.0,12.0,27.0,0.0,3.0,27.0,27.0,13.0,17.0,21.0,9.0,23.0,25.0,6.0,21.0,31.0,17.0,18.5,15.0,913.682373046875,883.686279296875,65.5842416918,37.1554803625,31.6730392749,38.6813293051
1074,0.0,1.0,16.0,21.0,0.0,3.0,18.0,11.0,14.0,17.0,20.0,19.0,18.0,22.0,18.0,20.0,21.0,23.0,20.0,20.0,1073.14501953125,1030.058837890625,68.7028753994,37.0069265176,29.8477188498,35.3298402556
1075,5.0,10.0,5.0,26.0,0.0,15.0,20.0,14.0,9.0,14.0,14.0,10.0,18.0,21.0,12.0,11.0,18.0,21.0,15.0,19.0,1063.666748046875,960.12939453125,65.1516342857,35.893302857100004,28.904228571399997,38.1429942857
1076,12.0,17.0,8.0,18.0,10.0,17.0,12.0,17.0,11.0,18.0,21.0,18.0,17.0,20.0,19.0,18.0,23.0,19.0,21.0,19.0,1078.670654296875,1081.2823486328125,65.5491254237,36.4328135593,30.100067796599998,35.278535593200004
1077,5.0,10.0,23.0,25.0,0.0,18.0,27.0,23.0,14.5,15.0,13.0,11.0,17.0,26.0,7.0,23.0,32.0,15.0,19.0,15.0,960.7490234375,921.682373046875,65.4554701987,39.6203443709,31.7963443709,38.810066225199996
1078,7.0,11.0,24.0,29.0,0.0,20.0,28.0,24.0,12.0,18.5,32.0,1.0,29.0,27.0,4.0,24.0,32.0,1.0,21.0,17.0,933.1647338867188,934.439208984375,67.5246185567,39.4230103093,27.3451546392,40.7036701031
1079,5.0,9.0,7.0,24.0,0.0,15.0,25.0,20.0,11.0,16.0,24.0,8.0,26.0,23.0,8.0,21.0,30.0,11.0,19.0,16.0,909.560791015625,880.37255859375,63.5749494949,35.4036363636,29.9206464646,35.4036363636
1080,12.0,19.0,11.0,20.0,5.0,22.0,11.0,21.0,11.0,19.0,31.0,4.0,30.0,1.0,31.0,4.0,30.0,1.0,30.5,2.5,1085.584228515625,1081.302001953125,66.4731927273,34.1623854545,28.2941672727,36.3895854545
1081,14.0,18.0,12.0,21.0,12.0,18.0,15.0,21.0,13.5,19.0,19.0,18.0,18.0,19.0,17.0,18.0,18.0,18.0,17.0,19.0,1081.3018798828125,1073.211669921875,65.6116666667,35.4766666667,29.46,35.173
1082,2.0,12.0,2.0,31.0,0.0,14.0,25.0,27.0,10.0,24.0,27.0,8.0,4.0,29.0,3.0,17.0,32.0,12.0,17.0,17.0,930.0587768554688,944.0902099609375,65.0467605634,38.8113802817,26.410478873200002,41.7833239437
1083,14.0,11.0,15.0,21.0,7.0,18.0,16.0,12.0,13.0,18.0,18.0,12.0,22.0,22.0,18.0,12.0,25.0,19.0,20.0,19.0,1055.498046875,1049.62353515625,68.0313663366,36.8019009901,28.166970297,35.7414653465
1084,2.0,1.0,7.0,25.0,0.0,14.0,16.0,17.0,8.0,18.0,24.0,6.0,26.0,20.0,11.0,11.0,31.0,10.0,20.0,14.0,980.058837890625,977.435302734375,66.1098996139,33.9817760618,27.7503011583,37.4033050193
1085,7.0,9.0,28.0,29.0,1.0,15.0,28.0,16.0,15.0,15.0,11.0,15.0,25.0,32.0,5.0,21.0,32.0,20.0,19.0,20.0,893.6314086914062,866.12939453125,67.2953578595,45.668709030100004,30.296508361199997,40.3569230769
1086,6.0,9.0,9.0,26.0,0.0,16.0,26.0,26.0,11.0,15.0,26.0,9.0,27.0,24.0,5.0,22.0,31.0,14.0,20.0,15.0,904.7921142578125,892.3333740234375,65.2004848485,36.8239191919,29.472969696999996,37.3983030303
1087,4.0,11.0,6.0,26.0,1.0,12.0,19.0,13.0,10.0,14.0,15.0,12.0,24.0,25.0,12.0,14.0,26.0,24.0,18.5,21.0,1034.98828125,985.929443359375,66.8367113703,38.7758833819,28.5956851312,39.5077784257
1088,0.0,5.0,25.0,30.0,0.0,5.0,28.0,26.0,13.0,19.0,19.0,10.0,12.0,24.0,7.0,20.0,23.0,12.0,14.0,15.0,990.2470703125,791.2274780273438,64.2494634146,37.115121951199995,30.1056585366,38.715512195100004
1089,1.0,1.0,6.0,24.0,0.0,3.0,17.0,12.0,12.0,20.0,14.0,17.0,14.0,20.0,13.0,18.0,17.0,17.0,15.0,18.0,1075.439208984375,1039.0352783203125,63.4580498221,34.570249110300004,29.5191459075,37.6839288256
1090,3.0,0.0,12.0,21.0,0.0,3.0,16.0,19.0,8.0,7.0,15.0,10.0,17.0,23.0,15.0,10.0,31.0,12.0,20.5,18.0,1031.89794921875,1001.5803833007812,65.8877697842,36.7721438849,28.8034532374,34.7212661871
1091,3.0,0.0,19.0,14.0,0.0,3.0,16.0,14.0,3.0,4.0,28.0,0.0,21.0,13.0,19.0,13.0,32.0,2.0,28.0,3.0,1052.5216064453125,1052.423583984375,66.9832258065,40.0048172043,30.2764731183,41.0133333333
1092,14.0,20.0,12.0,24.0,9.0,22.0,15.0,21.0,12.0,22.0,18.0,17.0,17.0,21.0,15.0,20.0,20.0,21.0,18.0,19.0,1064.8470458984375,1063.2744140625,65.90745600000001,34.902912,28.112640000000003,38.322432
1093,3.0,0.0,14.0,20.0,0.0,3.0,16.0,17.0,8.0,7.0,17.0,12.0,20.0,25.0,15.0,12.0,31.0,15.0,21.0,15.5,1026.199951171875,998.815673828125,65.9682352941,39.0935294118,28.1018823529,34.571999999999996
1094,14.0,0.0,26.0,15.0,2.0,1.0,26.0,15.0,14.0,1.0,11.0,0.0,3.0,8.0,3.0,8.0,12.0,0.0,11.0,0.0,1086.38818359375,1075.9019775390625,64.9019381443,26.3208247423,27.9201649485,28.425567010300004
1095,2.0,11.0,2.0,31.0,0.0,13.0,25.0,25.0,10.0,23.0,9.0,11.0,14.0,25.0,7.0,13.0,22.0,22.0,13.0,21.0,1027.058837890625,923.937255859375,64.14229787229999,38.5627234043,24.7390638298,41.045106383000004
1096,2.0,7.0,16.0,19.0,0.0,11.0,20.0,19.0,9.0,11.0,30.0,13.0,27.0,24.0,12.0,15.0,32.0,16.0,23.0,16.0,987.9607543945312,966.501953125,67.86417021279999,36.7669787234,29.4226382979,33.3501276596
1097,3.0,0.0,11.0,20.0,0.0,3.0,19.0,13.0,5.0,9.0,19.0,9.0,26.0,21.0,13.0,11.0,29.0,11.0,21.0,11.0,1033.61962890625,966.4862060546875,65.91402197800001,37.050373626399995,27.7475164835,36.344967033
1098,12.0,18.0,7.0,20.0,7.0,20.0,13.0,20.0,12.0,19.0,32.0,3.0,19.0,21.0,19.0,22.0,32.0,5.0,27.0,18.0,1074.333251953125,1077.2509765625,66.6974328358,37.3658507463,29.892537313400002,35.968119403
1099,10.0,4.0,29.0,21.0,1.0,11.0,29.0,20.0,6.0,7.0,16.0,8.0,19.0,8.0,15.0,8.0,16.0,8.0,16.0,8.0,1080.87841796875,1057.36865234375,67.3302178218,35.1036831683,31.2918811881,33.1558019802
1100,4.0,5.0,27.0,30.0,0.0,7.0,29.0,24.0,9.0,10.0,19.0,9.0,24.0,21.0,8.0,10.0,28.0,11.0,18.0,11.0,1024.1607666015625,915.5176391601562,65.4268051948,37.0672207792,27.645506493499997,35.6468571429
1101,14.0,19.0,12.0,22.0,12.0,19.0,15.0,22.0,13.0,20.0,20.0,20.0,21.0,22.0,18.0,20.0,21.0,20.0,20.0,21.0,1075.690185546875,1074.686279296875,67.31498901100001,36.761318681300004,29.2483516484,36.0657582418
1102,5.0,7.0,25.0,28.0,0.0,13.0,26.0,26.0,14.5,18.0,14.0,9.0,16.0,25.0,9.0,24.0,28.0,11.0,16.0,12.0,1013.572509765625,862.88232421875,65.112972973,38.6455135135,30.5182702703,37.424432432399996
1103,5.0,11.0,6.0,27.0,0.0,17.0,23.0,18.0,10.0,17.0,25.0,11.0,24.0,25.0,5.0,17.0,29.0,18.0,19.0,17.0,911.4039306640625,910.0274658203125,65.0867157191,37.6605752508,28.4359063545,38.2924414716
1104,8.0,11.0,27.0,29.0,0.0,16.0,27.0,30.0,14.0,17.0,28.0,13.0,25.0,30.0,4.0,30.0,32.0,17.0,18.0,18.0,891.564697265625,860.0117797851562,67.1707826087,42.709083612,28.4394381271,40.1899665552
1105,7.0,10.0,6.0,26.0,1.0,12.0,18.0,13.0,10.0,13.0,14.0,10.0,20.0,23.0,11.0,13.0,25.0,22.0,17.0,13.0,1042.450927734375,995.188232421875,65.84355043229999,37.9318962536,28.8514582133,39.4654063401
1106,7.0,18.0,8.0,20.0,7.0,19.0,14.0,19.0,12.0,19.0,22.0,19.0,22.0,23.0,19.0,21.0,27.0,23.0,22.0,21.0,1071.298095703125,1070.9608154296875,67.6939236641,37.0684580153,30.127877862600002,35.0249770992
1107,3.0,11.0,4.0,26.0,0.0,16.0,26.0,23.0,12.0,16.0,19.0,9.0,27.0,23.0,4.0,24.0,31.0,15.0,17.0,15.0,881.0392456054688,883.4509887695312,64.8779805825,35.7318834951,28.759922330100004,37.209475728200005
1108,7.0,10.0,3.0,30.0,0.0,13.0,25.0,17.0,10.0,23.0,26.0,6.0,6.0,25.0,2.0,15.0,31.0,13.0,16.0,19.0,923.2745361328125,941.1450805664062,64.5529014085,37.5272112676,25.252394366199997,40.1925633803
1109,3.0,0.0,2.0,16.0,0.0,3.0,25.0,15.0,8.0,3.0,23.0,1.0,25.0,14.0,8.0,6.0,31.0,7.0,20.0,4.0,995.6942138671875,981.3960571289062,66.2259150579,30.220355212399998,26.5908880309,29.8815752896
1110,12.0,9.0,16.0,23.0,1.0,12.0,16.0,21.0,10.5,19.5,18.0,11.0,20.0,25.0,16.0,11.0,26.0,24.0,19.0,22.0,1050.38818359375,1036.4744873046875,66.6867561837,39.2280424028,28.5415123675,37.9841130742
1111,14.0,13.0,12.0,22.0,7.0,20.0,16.0,21.0,13.5,19.0,21.0,14.0,20.0,23.0,18.0,20.0,26.0,21.0,21.0,20.0,1058.5960693359375,1055.9725341796875,68.20565472310001,37.067257329,28.981368078200003,36.150723127
1112,8.0,10.0,20.0,24.0,1.0,12.0,26.0,18.0,7.0,20.0,32.0,3.0,28.0,22.0,3.0,26.0,32.0,2.0,18.0,17.0,1012.2510375976562,1027.87451171875,65.8775231317,33.565836298899995,26.8994733096,35.1899786477
1113,5.0,7.0,27.0,25.0,0.0,11.0,26.0,26.0,11.0,13.0,15.0,9.0,27.0,23.0,8.0,18.0,32.0,14.0,21.0,15.0,902.7098388671875,882.7843627929688,67.88635215949999,34.642604651199996,28.280770764099998,34.1498471761
1114,12.0,9.0,27.0,28.0,0.0,16.0,27.0,28.0,13.0,15.0,17.0,8.0,12.0,25.0,4.0,15.0,32.0,12.0,18.0,14.0,890.6039428710938,890.678466796875,66.1754594595,37.9598918919,29.043567567600004,39.125513513499996
1115,14.0,12.0,12.0,21.0,8.0,17.0,17.0,13.0,13.5,17.0,19.0,14.0,22.0,22.0,17.0,19.0,26.0,20.0,20.0,19.0,1044.447021484375,1039.984375,68.2491870968,36.1096258065,29.5020387097,34.6194580645
1116,6.0,9.0,10.0,25.0,0.0,13.0,15.0,24.0,7.5,20.0,27.0,6.0,20.0,22.0,12.0,19.0,32.0,9.0,22.0,11.0,977.87841796875,981.4078369140625,66.5032258065,36.190838709699996,27.276387096799997,38.0856774194
1117,3.0,9.0,23.0,24.0,0.0,13.0,25.0,15.0,10.5,14.0,22.0,11.0,28.0,26.0,7.0,14.0,32.0,13.0,21.0,17.0,903.549072265625,894.0,68.75533568899999,38.8314911661,25.737837455799998,36.5675194346
1118,13.0,18.0,9.0,19.0,10.0,18.0,12.0,18.0,11.0,19.0,19.0,18.0,16.0,19.0,15.0,19.0,19.0,18.0,16.0,19.0,1086.498046875,1081.533203125,64.37098136649999,35.576347826100005,31.2214658385,35.576347826100005
1119,8.0,10.0,5.0,24.0,0.0,16.0,23.0,20.0,11.0,16.0,13.0,10.0,20.0,24.0,8.0,21.0,29.0,15.0,18.0,16.0,912.2587890625,891.6470947265625,63.4604651163,35.3662724252,30.5165182724,35.04510299
1120,13.0,7.0,26.0,26.0,0.0,13.0,27.0,18.0,12.0,19.0,19.0,8.0,6.0,26.0,6.0,20.0,32.0,12.0,20.0,20.0,997.9843139648438,938.686279296875,67.76658823529999,37.938823529400004,27.0279529412,37.7072941176
1121,6.0,9.0,25.0,27.0,0.0,15.0,26.0,26.0,11.0,17.5,16.0,11.0,16.0,23.0,8.0,15.0,25.0,12.0,15.0,14.0,998.7685546875,865.4117431640625,64.82677551020001,37.0550204082,27.9245714286,37.6502857143
1122,1.0,12.0,26.0,31.0,0.0,15.0,27.0,19.0,10.0,23.0,21.0,8.0,4.0,27.0,4.0,18.0,32.0,10.0,19.0,17.5,925.9098510742188,927.7098388671875,66.9879858657,38.0522968198,27.658515901100003,41.7474487633
1123,8.0,20.0,12.0,18.0,13.0,18.0,8.0,20.0,10.5,18.5,22.0,21.0,22.0,21.0,22.0,21.0,22.0,21.0,22.0,21.0,1088.13330078125,1085.552978515625,64.6183087248,38.8146040268,30.3724026846,36.4645369128
1124,26.0,16.0,23.0,26.0,22.0,27.0,26.0,16.0,25.0,19.0,4.0,9.0,2.0,10.0,3.0,16.0,4.0,9.0,3.5,9.5,1081.7333984375,1078.066650390625,66.962354717,23.8329962264,25.8718188679,24.7730716981
1125,7.0,9.0,25.0,27.0,0.0,14.0,26.0,24.0,14.0,18.0,20.0,9.0,17.0,25.0,6.0,14.0,32.0,13.0,17.0,14.5,929.4039306640625,887.0078735351562,65.1876413793,37.4164965517,29.940082758600003,37.5710896552
1126,5.0,7.0,14.0,21.0,1.0,13.0,19.0,9.0,10.0,10.0,18.0,9.0,19.0,22.0,15.0,10.0,32.0,0.0,21.0,12.0,1015.5294189453125,1007.36474609375,66.5076270096,36.2481800643,31.0950482315,35.0526559486
1127,12.0,10.0,5.0,24.0,1.0,14.0,16.0,13.0,9.5,13.0,14.0,9.0,18.0,21.0,11.0,9.0,27.0,11.0,17.0,11.0,1024.2587890625,1016.3607788085938,64.3290980392,36.1860392157,28.9901176471,37.938196078400004
1128,0.0,1.0,20.0,13.0,0.0,3.0,20.0,13.0,12.0,11.5,28.0,0.0,19.0,22.0,13.0,12.0,31.0,2.0,19.5,11.0,1029.2784423828125,1043.2587890625,65.9239587629,36.9619793814,29.7811134021,37.1810309278
1129,9.0,12.0,14.0,29.0,1.0,19.0,26.0,17.0,13.0,16.0,9.0,15.0,18.0,32.0,7.0,18.0,31.0,22.0,18.0,19.0,951.13330078125,942.7411499023438,66.3132631579,46.1324210526,29.9902105263,43.1349473684
1130,3.0,0.0,12.0,12.0,0.0,3.0,12.0,12.0,3.0,3.0,16.0,12.0,13.0,12.0,16.0,12.0,13.0,12.0,14.5,12.0,1085.498046875,1032.5999755859375,65.0169302326,39.5538604651,27.615627906999997,39.374139534899996
1131,13.0,7.0,11.0,23.0,0.0,11.0,19.0,17.0,10.0,16.0,15.0,11.0,16.0,23.0,15.0,20.0,20.0,23.0,18.0,19.0,1063.99609375,954.3922119140625,67.2,36.865422222199996,27.0176,35.2451555556
1132,13.0,5.0,24.0,25.0,0.0,10.0,28.0,19.0,12.0,17.0,21.0,10.0,27.0,27.0,6.0,21.0,31.0,14.0,21.0,21.0,975.5881958007812,920.61181640625,68.4,39.01725,27.969,35.356875
1133,7.0,10.0,6.0,23.0,1.0,12.0,24.0,15.0,7.0,14.0,32.0,0.0,24.0,22.0,4.0,15.0,32.0,5.0,23.0,12.0,1029.2862548828125,1019.9608154296875,64.9602038217,35.0736305732,26.9221910828,36.183133758000004
